test_case,metric1_name,metric1_value,metric2_name,metric2_value,p_value,n_samples_neg,n_samples_pos,significant,direction_correct,hypothesis_supported
Asymmetric Response (GJR vs GARCH),Diff of Mean Vol Diffs,-0.0003365267718919273,t-statistic,-5.407938603913518,6.449038945206045e-8,9934,9934,1,0,0
