phase,mean_rtv,median_rtv,std_rtv,count
Pre-Event,3.2342259051384437,1.7575763327641016,11.836766135368904,911
Post-Event Rising,,,,
Post-Event Decay,2.1323585608782887,0.7707502221955198,11.75931731359691,911
