Event Type,Mean Ratio,Median Ratio,Max Ratio,Count
FDA Approvals,1.298766188416776,0.8637487286270809,54.81351310699647,884
Earnings Announcements,1.4691497728016594,1.1421042713883327,62.650374037256846,239637
