event_id,vix_start,vix_end,vix_pct_change,pre_days_count,cum_return,post_days_count
AVYA_20210506,16.42,19.15,16.626065773446996,22,-0.11051278357002448,7
HSKA_20191105,13.03,13.02,-0.07674597083652945,21,0.0705828118424916,9
NUVL_20210908,17.96,16.18,-9.91091314031181,21,-0.04876161119655331,8
PPS_20040209,12.97,16.08,23.978411719352334,19,-0.005575597625394169,8
ATML_20090204,35.3,52.65,49.1501416430595,21,0.05413200569496013,8
IEA_20201109,22.52,40.79,81.1278863232682,20,0.2547764794707199,9
AMPH_20041104,19.77,20.67,4.552352048558433,22,-0.01010038126573054,7
SXCI_20100805,36.57,16.48,-54.93573967733114,22,0.08246149460724217,7
ZOLT_20060510,11.86,12.63,6.492411467116368,21,0.06197559850669343,8
CHCT_20210504,19.48,24.66,26.59137577002053,21,-0.04545467902274403,9
AVGN_20080206,23.65,18.18,-23.128964059196612,21,-0.16343495587195223,8
VCNX_20200309,27.63,25.66,-7.129931234165758,19,-0.09583249118696535,9
TXCO_20000113,21.64,27.48,26.98706099815157,8,0.041095685856919806,6
BBSI_20010806,30.99,24.29,-21.619877379799934,20,0.0012088834547263616,9
SPNE_20171102,11.66,11.26,-3.430531732418528,22,0.03685263762322144,7
JRSH_20181108,14.16,13.63,-3.74293785310734,22,0.21738013512921994,7
EXPI_20231102,24.8,21.09,-14.959677419354842,22,-0.07564319839319189,7
ARWR_20110210,34.77,33.92,-2.4446361806154773,21,-0.19379802831106385,7
FTSI_20191104,13.03,18.19,39.60092095165005,20,-0.3408168415208326,9
UFPI_20070205,23.67,10.08,-57.414448669201526,19,0.049505424615999605,9
GPCB_20061109,11.52,14.3,24.131944444444457,22,-0.004634512713468153,7
BERY_20180803,14.75,33.46,126.84745762711864,21,-0.04718279925533464,7
IPAS_20061102,11.85,10.94,-7.679324894514769,22,0.041588383886043134,7
BYND_20210506,16.42,19.15,16.626065773446996,22,-0.13654701049719298,7
BECN_20080509,24.03,21.14,-12.026633374947982,22,0.1899081263340856,7
TME_20211108,18.73,21.84,16.60437800320341,20,-0.025642113966431013,9
BTGC_20020802,20.04,21.83,8.93213572854291,21,0.019370019385837267,7
AVEA_20020204,27.11,22.71,-16.23017336776097,19,0.08870961994810389,9
WHRT_20051108,15.55,11.28,-27.45980707395499,21,-0.24390386796552044,9
HDI_20001011,27.2,24.86,-8.602941176470589,22,-0.006604648176312122,8
MMPT_20040304,14.86,14.55,-2.086137281292051,21,-0.11683383316060403,7
HAKI_20040312,16.18,14.04,-13.226205191594564,21,-0.3904947938909542,7
MMP_20040504,16.55,14.48,-12.507552870090635,20,-0.029675019941630798,9
JCDA_20050203,14.09,11.66,-17.246273953158266,21,0.06867029429424298,7
WPC_20220203,19.63,22.09,12.531839021905252,21,-0.025261596034821476,7
ARTW_20231011,15.29,17.03,11.379986919555279,22,-0.17355413811474274,8
DST_20111102,21.88,16.89,-22.80621572212065,22,0.030575776476005068,8
SPH_20110505,17.08,17.25,0.9953161592505956,21,-0.029890722478070564,7
OESX_20220607,25.99,25.07,-3.5398230088495506,20,-0.08658030391924398,9
XATA_20070802,15.24,12.0,-21.25984251968504,21,-0.044321333674616215,7
USAC_20240809,22.64,23.79,5.07950530035335,22,-0.0013498734829694436,7
TWLB_20000211,27.48,21.23,-22.74381368267831,21,-0.1219508631924,6
BP_20190205,14.06,13.36,-4.978662873399723,20,0.03675099559585826,9
PRSC_20060510,11.86,12.63,6.492411467116368,21,0.015380687590013764,8
ATRO_20090504,30.18,39.08,29.48972829688535,19,-0.274563916343987,9
MGIC_20061109,11.52,14.3,24.131944444444457,22,0.14853847280320753,7
SPNE_20161109,13.38,11.68,-12.705530642750382,22,-0.23612575429972427,8
PNNW_20080313,62.98,60.72,-3.5884407748491554,21,-0.05995751420794471,6
INFY_20010504,34.07,27.12,-20.399178162606397,21,0.007403848984761652,7
GMRE_20240806,27.85,13.0,-53.3213644524237,21,0.00880898984430556,9
KBH_20190109,21.31,17.87,-16.14265603003284,20,-0.03882471144207977,8
ULBI_20001102,21.24,22.5,5.932203389830517,22,0.025974645210978586,7
BWMX_20210805,16.42,16.95,3.2277710109622264,22,-0.16061620996684867,7
EFX_20050203,14.09,11.66,-17.246273953158266,21,0.07044736840528598,7
GSVC_20181107,13.16,12.35,-6.155015197568392,22,-0.03129448979141769,8
ESE_20160503,14.12,23.38,65.58073654390935,21,0.002069605068281355,9
SRLP_20210304,25.56,26.67,4.3427230046948475,21,-0.08389074939124064,7
FOLD_20070807,26.23,14.84,-43.423560808234846,21,0.001783957850288509,9
RKDA_20170510,9.63,12.23,26.998961578400827,21,-0.07887610048965088,8
CURN_20041109,13.08,18.04,37.92048929663608,20,-0.04999884612052097,9
WK_20190806,19.49,19.4,-0.46177526936890645,21,-0.10712414386925484,9
CUTR_20190509,17.33,24.59,41.8926716676284,21,-0.018889414872868437,7
CBT_20240805,27.85,12.79,-54.075403949730706,20,0.09409422793828237,9
EL_20220203,19.63,22.09,12.531839021905252,21,-0.057649677884967776,7
PACB_20180802,17.76,9.52,-46.396396396396405,21,0.16094983586641787,7
NGPC_20090312,28.68,28.81,0.45327754532775105,21,0.1431865076080936,7
WGA_20010209,32.32,20.09,-37.84034653465347,21,0.011539899621046068,6
MYOK_20190509,17.33,24.59,41.8926716676284,21,0.0422087373495168,7
UNFI_20180802,17.76,9.52,-46.396396396396405,21,0.05202820689359067,7
CEPH_20061102,11.85,10.94,-7.679324894514769,22,0.05576115336528842,7
TOI_20221109,32.45,20.2,-37.75038520801233,22,-0.4475312510077487,8
OPMR_20060508,11.86,11.62,-2.023608768971334,19,-0.06174578850296675,9
WPL_20070504,13.24,19.63,48.262839879154065,21,-0.04218644229667434,7
ISCA_20041007,15.78,15.04,-4.689480354879596,22,-0.06276658323359696,7
LMIA_20160309,13.37,12.86,-3.814510097232609,21,-0.007575965328754486,8
SCWX_20231207,14.84,15.01,1.1455525606468997,21,0.09727074450170758,7
SIBN_20200309,27.63,25.66,-7.129931234165758,19,-0.5189722842238295,9
ONCE_20180508,13.16,14.97,13.75379939209727,21,0.04780756130572161,9
DUK_20070807,26.23,14.84,-43.423560808234846,21,0.03820590352417352,9
CLDN_20080804,25.78,25.43,-1.3576415826221933,20,0.08320772316121183,9
XONE_20200312,37.13,35.55,-4.255319148936184,21,0.04651270085962378,7
PASG_20210505,19.48,17.91,-8.059548254620125,22,-0.14600707431574267,8
ATRA_20200506,25.81,33.61,30.220844633862846,21,0.23451774487556154,8
JNCE_20201106,27.29,27.57,1.0260168559912097,22,-0.039113600995472786,7
CURO_20240205,18.59,13.85,-25.49757934373319,19,-0.6733734684289197,9
FCE_20030312,20.8,16.55,-20.432692307692307,21,0.07377725036159011,8
TKNO_20210811,21.89,18.77,-14.253083599817273,22,-0.10823401691350765,8
CTSH_20221102,30.23,18.41,-39.100231558054915,22,-0.06572740806226707,8
MGAM_20080806,25.78,19.4,-24.747866563227316,22,-0.10796505925988187,8
AGFS_20221109,32.45,20.2,-37.75038520801233,22,0.007142352879790481,8
AZO_20041208,18.04,14.96,-17.073170731707307,21,0.054091421105872506,8
NDLS_20190806,19.49,19.4,-0.46177526936890645,21,-0.18403304419985855,9
CALD_20060608,12.63,13.65,8.076009501187645,21,-0.009823848721151385,7
IMNM_20231109,17.03,14.84,-12.859659424544928,22,-0.09204675813632579,7
TISA_20041111,12.76,14.71,15.282131661442014,22,-0.11641868985086823,7
CBPX_20180802,17.76,9.52,-46.396396396396405,21,0.1914558092213945,7
SMLP_20190809,17.86,16.91,-5.319148936170208,22,-0.2430769115096042,7
ORCC_20070508,22.78,15.48,-32.045654082528536,21,0.008043071551787628,9
ZYNE_20200310,27.63,33.6,21.606948968512498,20,-0.06069424421211711,9
OGN_20240806,27.85,13.0,-53.3213644524237,21,0.021795596323139987,9
AQST_20210309,19.46,18.04,-7.297019527235363,20,0.2136162340343053,9
LCUT_20070802,15.24,12.0,-21.25984251968504,21,0.03401731445754774,7
AFRM_20220210,25.81,25.47,-1.3173188686555595,21,-0.5001336688667446,7
CHCI_20051107,15.55,11.98,-22.958199356913184,20,-0.07915745696873566,9
SN_20161107,13.38,16.26,21.52466367713005,20,0.09951807182453698,9
LOMA_20200310,27.63,33.6,21.606948968512498,20,-0.3042611793062826,9
LULU_20100910,18.29,22.81,24.71295790049207,21,0.24072522532785046,7
BBSI_20100209,21.83,22.01,0.8245533669262632,20,0.008110773214393685,8
OICO_20020503,20.5,25.45,24.14634146341463,22,-0.09174310681026865,7
CHNG_20100310,22.01,21.31,-3.1803725579282274,21,-0.033271699309630476,8
EMMS_20081010,63.92,24.52,-61.639549436796,22,-0.3098587307558216,7
DNA_20040407,16.03,16.78,4.678727386150967,22,-0.01243893499606663,7
DO_20170206,10.13,11.81,16.584402764067125,19,0.0205151946511537,9
AL_20041104,19.77,20.67,4.552352048558433,22,0.09413248795954376,7
ESIO_20180508,13.16,14.97,13.75379939209727,21,0.06685002779908755,9
EVLO_20191105,13.03,13.02,-0.07674597083652945,21,-0.12838860756501802,9
FLKS_20190306,13.36,12.87,-3.6676646706586844,21,0.0011437524953590295,8
SAPE_20090806,30.85,32.05,3.8897893030794024,22,0.043027157313535236,7
WPZ_20061102,11.85,10.94,-7.679324894514769,22,0.08391694623124901,7
CACQ_20161107,13.38,16.26,21.52466367713005,20,0.14427861017461052,9
TRPH_20020509,37.44,45.08,20.40598290598291,22,-0.21135070935525269,7
MSON_20060508,11.86,11.62,-2.023608768971334,19,-0.20030330345755298,9
HLYS_20070507,22.78,13.23,-41.922739244951714,20,-0.17441903730576258,9
EXBD_20020206,27.11,20.07,-25.968277388417555,21,0.07655249157498178,8
ALKS_20080207,22.57,19.83,-12.140008861320345,21,-0.03373438296090803,7
RXII_20170510,9.63,12.23,26.998961578400827,21,0.05555588737676698,8
HIBB_20030312,20.8,16.55,-20.432692307692307,21,0.09850395624145802,8
EGRX_20161109,13.38,11.68,-12.705530642750382,22,0.07673445346743524,8
DCPH_20210504,19.48,24.66,26.59137577002053,21,-0.24426481077071216,9
NTRI_20100504,23.84,17.42,-26.92953020134227,21,0.22515518057648376,9
IFNY_20050511,13.17,14.55,10.478359908883833,22,-0.1826089991155153,8
PRGO_20070508,22.78,15.48,-32.045654082528536,21,0.0418592693113915,9
BKD_20070507,22.78,13.23,-41.922739244951714,20,-0.032838614441271674,9
BBGI_20221107,32.45,24.37,-24.899845916795073,20,0.009804297636395454,9
PCOP_20080205,23.65,23.43,-0.9302325581395302,20,-0.08638762312888326,9
XEC_20040504,16.55,14.48,-12.507552870090635,20,-0.019461113270973995,9
SPRT_20090211,21.92,28.68,30.839416058394146,21,0.0760873814890517,7
GPRK_20210804,16.42,25.47,55.115712545675976,21,-0.09234640170539232,8
UVV_20200204,28.23,33.42,18.384697130712013,20,-0.06102211383698897,9
GBIO_20220505,25.42,21.03,-17.269866247049567,21,-0.15373847558461629,7
CVET_20210805,16.42,16.95,3.2277710109622264,22,-0.027254910986726943,7
LPX_20100210,21.83,23.19,6.229958772331668,21,0.07222377455748208,7
RLYB_20210909,18.77,16.72,-10.92168353755994,21,-0.0007814596221870085,7
TTGT_20220210,25.81,25.47,-1.3173188686555595,21,-0.18445724199764268,7
KGS_20100809,17.99,33.7,87.32629238465817,20,0.010488423534672053,9
HDNG_20070510,18.44,24.58,33.297180043383925,22,0.18292192786272055,7
DRVN_20210310,19.46,16.41,-15.673175745118195,21,-0.17248579125828634,8
SCX_20090205,30.04,42.04,39.94673768308922,21,-0.15011069897714935,7
DNDN_20100803,36.57,26.51,-27.508887065901007,20,0.07801397248193198,9
HELE_20080109,17.73,22.57,27.298364354201915,20,-0.05493917405379356,8
QBAK_20101111,17.61,18.96,7.66609880749575,22,0.10062957591685784,7
CIVI_20180510,14.22,13.91,-2.1800281293952213,22,0.09608496925896648,7
AINV_20060207,11.96,14.32,19.732441471571903,20,0.043736513432587554,9
KLM_20010508,25.85,20.09,-22.282398452611226,20,-0.05422927020355739,9
FOLD_20230510,18.58,14.01,-24.59634015069967,22,-0.0237887089040133,8
TAST_20180508,13.16,14.97,13.75379939209727,21,0.054300237757626046,9
GTES_20221104,32.99,30.75,-6.789936344346778,22,0.06489775190140201,7
LTRX_20040205,16.3,15.64,-4.049079754601228,21,-0.0778448387160493,7
EDAP_20031105,20.64,24.44,18.410852713178297,22,-0.08284066080011165,8
VNO_20080805,25.78,22.36,-13.266097750193955,21,0.11646821860117718,9
EVOL_20060505,11.86,11.13,-6.155143338954458,21,-0.14364508414063792,7
PETD_20061109,11.52,14.3,24.131944444444457,22,-0.08743280256045893,7
XONE_20180510,14.22,13.91,-2.1800281293952213,22,-0.10291968089020131,7
SHOO_20221102,30.23,18.41,-39.100231558054915,22,0.10664011445028954,8
IMGN_20050505,13.85,13.68,-1.2274368231046928,22,0.09688933711493264,7
RNWK_20100506,35.48,24.91,-29.79143179255918,22,-0.07294181012576506,7
TLB_20090609,25.43,25.67,0.9437672040896657,20,0.39200090094436657,9
RELL_20080409,45.14,23.49,-47.961896322552064,21,0.2793425331045012,8
DPTR_20071108,27.38,16.64,-39.22571219868517,22,-0.029644914415962398,7
OIIM_20170510,9.63,12.23,26.998961578400827,21,-0.1720016635625905,8
AENT_20231109,17.03,14.84,-12.859659424544928,22,0.06730710702123388,7
PSN_20200310,27.63,33.6,21.606948968512498,20,-0.20864303552534424,9
TUTR_20091203,43.61,41.25,-5.411602843384544,21,-0.05882356283704515,7
PTIE_20180205,13.15,17.31,31.634980988593142,19,0.007935699654660233,9
HABK_20001102,21.24,22.5,5.932203389830517,22,-0.5210085814350971,7
RBA_20240509,21.32,38.57,80.90994371482176,22,0.04125073299446669,7
MENT_20160303,21.98,21.65,-1.501364877161064,21,-0.0442970600521142,7
GIII_20191204,13.02,13.77,5.76036866359447,21,0.12136029989753538,8
VSNT_20071204,12.95,13.99,8.030888030888038,20,0.363635539325174,9
QGEN_20221107,32.45,24.37,-24.899845916795073,20,0.12209932599777806,9
OPAD_20221102,30.23,18.41,-39.100231558054915,22,-0.020067597236545054,8
LCI_20091109,22.32,28.11,25.940860215053757,20,-0.30281752755071345,9
BONA_20110505,17.08,17.25,0.9953161592505956,21,0.02272727339255831,7
FFG_20051107,15.55,11.98,-22.958199356913184,20,0.0019284257949614414,9
PFIN_20111108,33.02,18.39,-44.30648092065415,21,-0.17936044320087374,9
MTEX_20050809,13.1,13.21,0.8396946564885589,21,-0.1587657141457639,9
VSAT_20220203,19.63,22.09,12.531839021905252,21,0.005519182117922572,7
YELP_20220210,25.81,25.47,-1.3173188686555595,21,-0.009841389519891997,7
RLX_20211203,21.91,19.97,-8.854404381560938,21,-0.067721040764395,7
SLS_20180507,13.16,18.94,43.92097264437691,20,-0.019469821759686146,9
TTPH_20181108,14.16,13.63,-3.74293785310734,22,-0.17777809564594937,7
SPHS_20190809,17.86,16.91,-5.319148936170208,21,0.07516182513582792,7
IDN_20101109,18.47,25.39,37.46616134271793,21,-0.039999308895429464,9
CMVT_20040908,14.06,15.78,12.233285917496435,21,0.022051112604248413,8
QDEL_20180807,14.88,12.18,-18.145161290322587,21,-0.018408948695305183,9
BBSI_20020206,27.11,20.07,-25.968277388417555,21,0.03918916963513652,8
PPC_20080806,25.78,19.4,-24.747866563227316,22,0.1635872924960391,8
ANVS_20230510,18.58,14.01,-24.59634015069967,22,-0.08918784664626367,8
NI_20070802,15.24,12.0,-21.25984251968504,21,-0.009697564963281335,7
ME_20081104,23.18,26.36,13.718723037100947,21,-0.06576884703720287,9
SDPI_20180802,17.76,9.52,-46.396396396396405,21,0.01604160299179469,7
BDMS_20001110,28.53,18.4,-35.506484402383464,22,0.06250092886643399,7
MANC_20050311,13.57,12.46,-8.1798084008843,21,-0.42055133173658743,7
CDW_20200506,25.81,33.61,30.220844633862846,21,-0.1107367445495886,8
FSCT_20181108,14.16,13.63,-3.74293785310734,22,-0.06826349371001705,7
HIH_20051108,15.55,11.28,-27.45980707395499,21,-0.0405019458347714,9
PRGO_20220809,24.35,21.29,-12.566735112936353,21,-0.04603044440707271,9
BEAV_20070205,23.67,10.08,-57.414448669201526,19,0.048181573700414315,9
SLXP_20081105,23.18,23.46,1.2079378774805916,22,-0.01793190459949978,8
TTD_20190509,17.33,24.59,41.8926716676284,21,-0.10846008098692994,7
TRDA_20230306,14.6,18.49,26.64383561643835,19,0.32643492800655904,9
USAK_20160505,16.05,15.42,-3.925233644859818,22,0.16506067812695902,7
TWO_20210209,16.41,19.46,18.586227909811097,20,0.07763856402498681,8
PTEN_20110203,17.4,17.3,-0.5747126436781487,21,0.06617024557773554,7
DSEY_20220510,24.55,25.99,5.865580448065163,20,0.22811762827823734,9
VNRX_20220810,24.35,23.61,-3.0390143737166406,22,-0.06467666329020083,8
MBRX_20060810,11.09,13.16,18.665464382326423,22,0.07606797631811424,7
PXS_20160505,16.05,15.42,-3.925233644859818,22,0.027737195176845253,7
BKR_20091109,22.32,28.11,25.940860215053757,20,0.04818901813302001,9
RTSX_20051102,12.49,13.19,5.604483586869489,22,0.16613907128110905,8
NSYS_20041111,12.76,14.71,15.282131661442014,22,0.13754731589491986,7
AKBA_20240509,21.32,38.57,80.90994371482176,22,-0.17857210526633016,7
GMDA_20201110,22.52,26.87,19.31616341030196,21,0.18825628155734053,9
SLXP_20111108,33.02,18.39,-44.30648092065415,21,0.050785368617779936,9
GSL_20210304,25.56,26.67,4.3427230046948475,21,0.032742406401629065,7
TKC_20211104,19.66,21.91,11.444557477110886,22,0.048077631431745704,7
BPT_20090807,24.76,29.77,20.23424878836833,22,-0.014989222700085625,7
Z_20030312,20.8,16.55,-20.432692307692307,21,0.06108404441969029,8
COTY_20160503,14.12,23.38,65.58073654390935,21,-0.17900922119861218,9
DAC_20111107,33.02,16.59,-49.75772259236827,20,0.024540782548373885,9
BBU_20221104,32.99,30.75,-6.789936344346778,22,0.06820291279178115,7
SUFB_20090807,24.76,29.77,20.23424878836833,22,-0.012696099475746347,7
ALKS_20110203,17.4,17.3,-0.5747126436781487,21,0.05015363459660915,7
TLEO_20070507,22.78,13.23,-41.922739244951714,20,0.11069725747948755,9
KAR_20160503,14.12,23.38,65.58073654390935,21,0.06971142476877623,9
SMP_20070309,15.4,25.16,63.37662337662338,21,0.07324935908384589,7
GCOM_20101108,18.47,28.32,53.32972387655659,20,-0.0516859643064177,9
AMEV_20020806,38.73,20.39,-47.35347276013426,21,-0.21417342484561752,9
TFR_20070507,22.78,13.23,-41.922739244951714,20,-0.0574830384515177,9
RGCO_20210804,16.42,25.47,55.115712545675976,21,-0.02849330143769402,8
AINV_20041108,13.08,18.57,41.972477064220186,20,0.01075404740603636,9
AIV_20041104,19.77,20.67,4.552352048558433,22,0.024665592407614678,7
EVCM_20210809,21.89,17.07,-22.01918684330745,20,-0.03905977260033422,9
TRGL_20100809,17.99,33.7,87.32629238465817,20,0.06853155719418713,9
BGH_20090210,21.92,28.9,31.84306569343064,20,-0.07893447450916302,8
TNK_20171109,10.08,15.51,53.86904761904761,22,0.006896994505510401,7
SCPL_20211109,18.73,16.06,-14.255205552589437,21,-0.12992378739395838,9
BZH_20190204,14.06,23.22,65.14935988620198,19,-0.023255427363280345,9
MNRL_20201106,27.29,27.57,1.0260168559912097,22,0.23348185675806432,7
KFY_20051208,12.42,10.95,-11.835748792270536,21,0.016507991965405644,7
HMPR_20101109,18.47,25.39,37.46616134271793,21,-0.13055414263752485,9
GROW_20071106,28.3,12.95,-54.240282685512376,21,-0.15604606990040482,9
HPGP_20090305,52.65,39.7,-24.596391263057924,21,-0.09737837621974199,7
SLXP_20101108,18.47,28.32,53.32972387655659,20,0.10846566653302969,9
OLO_20221109,32.45,20.2,-37.75038520801233,22,-0.07389063457473732,8
OFI_20100506,35.48,24.91,-29.79143179255918,22,0.02520843549562435,7
OAKF_20030410,16.55,18.71,13.051359516616316,22,-0.0004157549982803932,6
ALDX_20200312,37.13,35.55,-4.255319148936184,21,-0.3189959448305112,7
TRC_20221107,32.45,24.37,-24.899845916795073,20,0.11722131199931152,9
PTIE_20020509,37.44,45.08,20.40598290598291,22,-0.039999182486609164,7
DELL_20001109,24.86,18.55,-25.38213998390989,22,-0.17732016820723862,7
ALNY_20161102,18.05,24.3,34.62603878116343,22,0.25783787643861733,8
UGP_20181107,13.16,12.35,-6.155015197568392,22,0.023070699050084853,8
GTSI_20011107,20.55,20.7,0.7299270072992631,22,-0.1392767357448057,8
KIRK_20190606,13.28,15.44,16.26506024096386,21,-0.4278962035907742,7
ROYL_20010510,31.97,26.35,-17.57898029402564,21,0.2655446010739917,7
CPWR_20080111,22.47,39.81,77.16955941255009,20,-0.19370488521154205,6
ENOC_20070807,26.23,14.84,-43.423560808234846,21,0.03133395896196367,9
HSGX_20170810,9.89,12.12,22.548028311425668,22,4.3321240905669356e-7,7
RPID_20220510,24.55,25.99,5.865580448065163,20,-0.12291755645485558,9
DTG_20071107,28.3,14.71,-48.02120141342756,22,-0.17079881891389448,8
LVB_20040506,16.78,15.77,-6.019070321811689,21,-0.047618311298484595,7
VICL_20081105,23.18,23.46,1.2079378774805916,22,-0.2544391907956405,8
ADUS_20190304,13.36,25.45,90.4940119760479,19,-0.03142932989774183,9
HOFF_20040809,13.67,15.01,9.802487198244329,20,-0.15730288080630073,9
CWEI_20061109,11.52,14.3,24.131944444444457,22,-0.08640017973625935,7
