event_id,vix_start,vix_end,vix_pct_change,avg_vix_volatility,pre_days_count,pre_event_return,pre_days_count_right
GILD_20161110,14.74,,,3.4874792331876137,22,0.03947560422538188,22
BAX_20210115,,,,3.857128841642753,20,0.005401726670116291,20
JNJ_20000801,24.31,,,2.017419622489845,20,-0.08650130275323764,20
AMGN_20020131,21.12,,,4.4920742861120475,20,-0.024807635697229657,20
CTIC_20220228,,,,3.3203446347070753,19,0.19697342866916578,19
JNJ_20010228,,,,3.2271561855998034,21,0.04719078631601126,21
BMY_20170801,11.45,,,0.5172875567715111,20,0.02824482372231274,20
ALXN_20181221,,,,2.9262676626027346,20,-0.1335379912625202,20
SGP_20010119,,,,3.815821279131683,19,-0.10148023989800237,19
BMY_20200901,,,,6.012740770636562,21,0.06034769962382702,21
TEVA_20101222,,,,3.5672161739322217,21,0.010283183529259832,21
GILD_20160404,,20.7,,4.177518854771835,19,0.08436556550828866,19
MAIA_20221122,,,,5.9208467457657115,21,0.15872938519915536,21
BMY_20050329,,,,0.8053954819241457,20,0.004814168841063449,20
NVO_20190920,,,,2.6607248865882633,20,0.035532025099686226,20
MRK_20200124,,,,0.7461595988350666,19,-0.03149556428710254,19
BHC_20001221,,,,3.3580455975375143,21,-0.0484331545104113,21
LLY_20021126,,,,3.525396433758702,21,0.20122808729426533,21
MYL_20171201,11.26,,,2.1448248712385314,21,0.022964454795623368,21
BMRN_20030430,,,,3.063667868290152,21,-0.014264148557636469,21
PFE_20020524,,,,6.711079445681927,22,-0.01010922516303725,22
NVS_20220323,,,,5.229251325465481,21,0.035722102342837125,21
PRGO_20040624,,,,1.3130467774421382,19,-0.05269762563565217,19
DNA_20030620,,,,3.1244638002930967,21,0.34697275339344347,21
NVO_20161121,,,,3.32453984508294,20,-0.21879561944275394,20
ACER_20221222,,,,5.424710668473637,21,2.300003863163232,21
JNJ_20160923,,,,5.583292681541581,21,0.00016851161854281038,21
JNJ_20170713,,10.16,,0.587253018915596,21,0.003109970405608564,21
ABBV_20191223,,,,1.4063208857735854,19,0.03764912269224885,19
CELG_20060525,,,,0.49914732578635224,22,-0.013573558407605879,22
PFE_20220622,,,,2.4142219562038965,20,-0.08309606164020489,20
LLY_20231108,,14.84,,2.4770579322601525,22,0.061409737630764516,22
SUPG_20021114,,,,3.55491134181302,22,1.651607402378057,22
ACTG_20200702,14.96,13.79,-7.820855614973272,8.716678629310023,22,0.5882328779191304,22
UROV_20201223,,,,20.777198161861385,21,-0.006194575178869122,21
GENZ_20000712,25.07,24.91,-0.6382130035899487,2.476107212764384,21,0.16594814556523785,21
ABBV_20160722,,,,4.709118222843465,21,0.07456212668564222,21
