days_to_event,mean_rtv,median_rtv,std_rtv,event_count,mean_rtv_interp,mean_rtv_smooth
-9,-2.2905327147961887,0.8474460154500677,122.61219284573264,624,-2.2905327147961887,-0.4459606223878617
-8,-0.3876300663176216,0.1329705826839613,134.17252002820632,763,-0.3876300663176216,-1.6692179578270738
-7,-1.0430649715952423,1.5359520633973323,196.87432670205237,871,-1.0430649715952423,-0.5737409845252411
-6,-2.3104976767097507,1.369573815976355,136.68343666740236,574,-2.3104976767097507,-1.4635858420193268
-5,3.16302050679704,0.6652289324964415,151.05552563329778,407,3.16302050679704,0.38615780399125976
-4,-6.739757002266618,1.7499796827351202,156.18204738726308,526,-6.739757002266618,1.3237484606185215
-3,8.861088163735312,1.902219884424814,198.92251307345148,578,8.861088163735312,3.1791999487274705
-2,3.644888311541066,2.8213856719840607,85.31233915201715,633,3.644888311541066,4.223051759131851
-1,6.966759763834995,1.8985051546755505,75.67120110594567,764,6.966759763834995,7.705285765702499
0,8.382279558818942,2.8011530556011914,72.94042356686778,888,8.382279558818942,7.9189836369125555
1,10.67141303058662,3.420453835993687,81.0842727690549,574,10.67141303058662,9.252851093926967
2,9.929577519785596,3.5134806769876015,93.35959834379545,398,9.929577519785596,9.714326147580511
3,10.31422559661312,3.019348861392454,81.42213593179949,506,10.31422559661312,9.770927983340838
4,9.274135032102715,3.5353967965777358,108.82372289328197,562,9.274135032102715,10.144756815526213
5,8.665288737620585,2.4980425412889153,145.18753671350626,609,8.665288737620585,8.659252624343639
6,12.540557191513491,1.8311360521681497,117.06830680546072,750,12.540557191513491,7.568724667381153
7,2.5020565638727197,1.2057116536134893,91.9334058272153,861,2.5020565638727197,9.57586165433313
8,4.8615858118007,1.0591561811596633,96.10322498095724,570,4.8615858118007,8.24774343851915
9,19.3098199668626,0.6906005323278928,244.242496669095,405,19.3098199668626,7.700155679511664
10,2.024697658550684,2.329723868710362,86.0966850824847,526,2.024697658550684,8.528614719700101
11,9.802618396476058,0.9015144646319777,91.695625576301,556,9.802618396476058,7.591036578058327
