avg_diff_negative,avg_diff_positive,diff_of_diffs,t_stat,p_value,n_negative,n_positive,significant,hypothesis_supported
-0.009121281706072402,-0.0047877023253411494,-0.004333579380731253,-0.9984374687065102,0.32224492107235614,34,45,0,0
