days_to_event,event_count,mean_q5,mean_q10,mean_q25,mean_q50,mean_q75,mean_q90,mean_q95
-60,0,,,,,,,
-59,0,,,,,,,
-58,273,-2.146533333333333,-1.3679733333333333,-0.5130333333333333,0.1522,0.7663,1.6728066666666672,2.647006666666666
-57,458,-2.01788,-1.4176041666666666,-0.56129375,0.11751250000000005,0.71760625,1.5881725000000002,2.5555599999999963
-56,834,-2.129291666666667,-1.3794833333333334,-0.58001375,0.048199999999999986,0.625975,1.3580183333333342,2.0217572499999994
-55,901,-1.8259500000000002,-1.2930750000000002,-0.5154666666666667,0.05354000000000001,0.5992200000000001,1.2511500000000002,1.937875
-54,902,-1.770054,-1.2405419999999998,-0.4865299999999999,0.041,0.5647949999999999,1.23163,1.775534
-53,902,-1.7229896666666669,-1.1804226666666668,-0.4682700000000001,0.03487500000000002,0.5218100000000001,1.1463874999999997,1.5933279166666667
-52,902,-1.5280532857142857,-1.1439714285714286,-0.4458035714285715,0.017933333333333325,0.4782821428571428,1.0207949999999995,1.5959687499999997
-51,902,-1.58494,-1.093028928571428,-0.42673125,0.021817857142857153,0.46096375,0.9854316666666666,1.5096648333333331
-50,902,-1.4265539682539679,-1.0240349999999998,-0.423021875,0.0568375,0.4427173611111111,0.9551925,1.538794444444442
-49,903,-1.3977974999999998,-0.9122044444444445,-0.367920634920635,0.05660000000000001,0.4369388888888888,1.0635085714285717,1.7293955555555556
-48,904,-1.4474325,-0.9047333333333333,-0.3621684027777778,0.06605,0.4727874999999999,0.9959585714285719,1.6641243749999988
-47,904,-1.5440711111111114,-1.0150158333333335,-0.40450104166666667,0.0895246031746032,0.5163455357142857,1.0271237500000003,1.5688664285714236
-46,903,-1.6450671428571428,-1.0280425396825397,-0.43685238095238105,0.06441428571428576,0.48065,1.07558,1.6641314285714282
-45,902,-1.5941207142857141,-1.1097000000000001,-0.4279260416666666,0.04623571428571428,0.4917660714285714,1.1264105357142855,1.7610406249999997
-44,901,-1.6130666666666664,-1.021675,-0.4130333333333334,0.047024999999999983,0.4935750000000001,1.0962333333333332,1.755571428571429
-43,901,-1.4008875,-0.9609666666666667,-0.3736222222222222,0.051633333333333295,0.47724285714285714,1.0949833333333334,1.6159999999999997
-42,901,-1.4318749999999998,-0.9358200000000001,-0.36195555555555564,0.0567,0.5056142857142856,1.1374166666666665,1.6732888888888888
-41,901,-1.3935444444444445,-0.8940375,-0.3465000000000002,0.0656374999999999,0.4913333333333333,1.105911111111111,1.5604555555555557
-40,900,-1.3699974107142858,-0.9241899999999998,-0.3521369047619048,0.0677261904761905,0.5190892857142857,1.1102885714285713,1.545586964285713
-39,899,-1.404306964285714,-0.9442988888888886,-0.36071428571428565,0.08585714285714284,0.479834126984127,1.1049200000000008,1.6872433928571418
-38,898,-1.3079381249999997,-0.8892716666666666,-0.35011547619047617,0.07687857142857141,0.5177549107142857,1.1363537500000005,1.7678593749999998
-37,899,-1.329093392857143,-0.8346485714285712,-0.338707142857143,0.05861666666666666,0.5022785714285714,1.0920521428571432,1.5533957142857135
-36,899,-1.4284114285714282,-0.8221711111111106,-0.34288888888888885,0.08155555555555558,0.49930902777777775,1.0957214285714294,1.7471124999999987
-35,900,-1.2513982142857143,-0.79443875,-0.30261944444444444,0.08695833333333332,0.5084055555555557,1.0716685714285719,1.6198117857142844
-34,900,-1.3061103968253964,-0.814968611111111,-0.3348669642857142,0.1255,0.5122616071428571,1.0175814285714286,1.6028962499999997
-33,900,-1.2191726785714285,-0.8497549999999998,-0.34353229166666666,0.09061250000000001,0.5001805555555555,1.10814,1.6771549999999997
-32,900,-1.3466241964285715,-0.8879457142857143,-0.32870357142857143,0.12587261904761907,0.48453437499999996,1.154101111111112,1.9369408333333311
-31,900,-1.3292494444444445,-0.8051414285714285,-0.34016309523809524,0.09001190476190474,0.49302142857142855,1.1032700000000002,1.872933452380952
-30,900,-1.2845583333333332,-0.80222,-0.3412776785714286,0.10590982142857144,0.4832031250000002,1.052051428571429,1.7737807142857112
-29,900,-1.3191665178571426,-0.846678888888889,-0.3078642857142857,0.08825714285714287,0.5144906250000001,1.1057157142857144,1.72570875
-28,901,-1.2574142857142856,-0.8166222222222222,-0.3044666666666666,0.08731111111111112,0.46680000000000005,1.0572000000000001,1.6501374999999998
-27,901,-1.293642857142857,-0.8356444444444444,-0.33285,0.05144444444444451,0.4694625,1.0417666666666667,1.5247666666666666
-26,900,-1.2107229464285711,-0.8500132142857144,-0.347228125,0.060484821428571395,0.472415625,1.1022200000000002,1.713424285714284
-25,898,-1.3618343749999997,-0.8721060714285714,-0.35565833333333335,0.061478571428571424,0.4701066964285714,1.1531079365079375,1.8013438888888869
-24,898,-1.3679676388888886,-0.9048577777777779,-0.42088571428571425,0.03969107142857141,0.4593297619047619,1.190646666666668,1.7361191249999999
-23,896,-1.3817799107142856,-0.8796142857142856,-0.37639642857142863,0.028272321428571418,0.4469464285714285,1.1777026785714284,1.911475
-22,898,-1.3740210416666667,-0.9180173611111111,-0.35471517857142854,0.05963809523809522,0.5132428571428572,1.2208150000000006,1.8309177083333323
-21,899,-1.33947,-0.9375433333333336,-0.34455476190476186,0.034600000000000006,0.4728166666666666,1.1243561904761907,1.6886678571428555
-20,899,-1.2884594642857143,-0.8699225,-0.31071874999999993,0.05417499999999996,0.5373625,1.091013650793651,1.6492149999999974
-19,898,-1.4995615972222223,-1.0357422222222223,-0.36859285714285717,0.05121825396825398,0.5235267857142858,1.0825100000000003,1.717585714285714
-18,897,-1.5059766666666667,-0.9771476190476189,-0.3841,0.0336375,0.4798857142857142,1.1489174999999998,1.6420085714285708
-17,897,-1.5059504761904765,-1.043248888888889,-0.37600000000000006,0.08892222222222224,0.5020875000000002,0.9917285714285714,1.6134628571428558
-16,897,-1.6191714285714283,-1.0340474999999998,-0.3568142857142857,0.07478333333333338,0.5023857142857147,1.0667971428571421,1.5513514285714274
-15,897,-1.5584580555555558,-0.9647399999999999,-0.3541875000000001,0.07813750000000001,0.49970000000000003,1.062807619047619,1.608161071428569
-14,897,-1.6159188888888887,-1.0207542857142857,-0.36482222222222216,0.06987142857142857,0.44105555555555553,1.00581,1.5063933333333317
-13,897,-1.5406233333333335,-1.0098757142857142,-0.35127142857142857,0.04823333333333338,0.469025,0.9399205555555555,1.43837
-12,897,-1.4682511111111107,-1.0291704761904759,-0.38014999999999993,0.08139999999999999,0.47744999999999993,1.004842857142857,1.4092828571428564
-11,897,-1.4703485714285713,-1.0577899999999998,-0.40084444444444445,0.053942857142857126,0.5047714285714285,1.0457466666666664,1.6326055555555554
-10,896,-1.5245044642857142,-1.0792616071428573,-0.39301428571428576,0.042421428571428575,0.4738531249999999,1.048257142857143,1.8515357142857143
-9,895,-1.51605125,-1.0416928571428572,-0.4287458333333334,0.018742857142857176,0.4357375,1.0634866666666667,1.7663799999999978
-8,895,-1.4009187499999998,-0.9550619444444444,-0.3895571428571428,0.01278333333333334,0.4444714285714285,1.0337778571428575,1.7287270833333317
-7,896,-1.3343839285714285,-0.9030928571428571,-0.39047291666666667,0.02744553571428572,0.441959375,0.9975428571428571,1.780721875
-6,896,-1.3574690972222223,-0.92903125,-0.3926625,0.015038888888888893,0.4436062500000001,1.067775,1.7662276785714286
-5,896,-1.3169430555555557,-0.9552666666666667,-0.405065625,0.015283035714285718,0.44743645833333334,1.0137437500000002,1.8989408730158728
-4,895,-1.34847875,-0.9820942857142858,-0.44814444444444446,0.03110000000000004,0.4316349206349206,1.060968571428572,1.8538574999999993
-3,895,-1.4025571428571428,-0.951185714285714,-0.41230178571428566,0.06954000000000002,0.4930571428571429,1.1520447619047622,1.9484989285714267
-2,895,-1.3324449999999999,-0.8815171428571433,-0.39278124999999997,0.06221428571428578,0.5448142857142857,1.1840528571428572,2.012457142857142
-1,895,-1.3187666666666664,-0.8121579999999999,-0.35909682539682536,0.08368888888888892,0.5373619047619047,1.1937200000000001,1.9528438888888873
0,895,-1.2894271428571429,-0.8149250793650794,-0.36515000000000014,0.11336666666666667,0.5887801587301588,1.2879880555555556,2.1445774999999974
1,895,-1.2427399999999997,-0.813485,-0.2969357142857143,0.15067777777777777,0.6553151785714284,1.471383809523811,2.629865833333333
2,895,-1.259663888888889,-0.8327228571428571,-0.3038491071428571,0.161575,0.6423142857142858,1.5731285714285719,2.9032426190476146
3,894,-1.486955,-0.9441462500000001,-0.30868055555555546,0.12286587301587305,0.6734059027777777,1.7262300000000017,3.0489323809523796
4,893,-1.45949,-0.8412485714285713,-0.28065,0.1429142857142857,0.7053999999999999,1.7466500000000005,3.3248771428571398
5,893,-1.6166742857142855,-0.8508899999999997,-0.3035,0.12646249999999998,0.6710125,1.6728725000000015,3.2643028571428556
6,894,-1.5076664285714283,-0.8286419444444437,-0.30384687499999996,0.17963928571428572,0.6413321428571428,1.5151275000000004,3.250796111111088
7,894,-1.5203727777777774,-0.9197762499999994,-0.2894107142857143,0.15538333333333332,0.5950738095238095,1.6214695833333337,3.240254642857138
8,894,-1.6864042857142856,-0.9598039285714285,-0.27146736111111114,0.15039999999999998,0.6033243055555554,1.5387325000000005,2.9571618055555415
9,895,-1.780685,-1.0212649999999996,-0.327075,0.12962499999999996,0.5913944444444444,1.5521475000000005,2.959369999999999
10,894,-1.5274191666666666,-1.073622380952381,-0.32068705357142857,0.11419305555555553,0.606475,1.5332742857142863,2.8574207142857113
11,892,-1.853040714285714,-1.0860953968253966,-0.38006071428571425,0.08841428571428572,0.5712589285714287,1.455690158730158,2.8656336607142805
12,892,-1.8633899999999997,-1.16699,-0.3912625,0.057248214285714284,0.5002785714285715,1.0455171428571426,1.8426257142857143
13,892,-1.8339802777777776,-1.0882755555555552,-0.4043861607142858,0.0264875,0.47787142857142856,1.0545599999999993,1.6448394444444425
14,893,-1.752878888888889,-0.9967666666666667,-0.3636555555555557,0.05340000000000002,0.4363777777777777,1.045176666666667,1.5408399999999995
15,894,-1.6962537500000001,-1.0018424999999997,-0.41013750000000004,0.011784126984126952,0.4100312499999999,1.0264633333333333,1.4708983333333305
16,894,-1.74341625,-1.0477499999999995,-0.42707767857142853,0.02259999999999982,0.42345,1.1031950000000008,1.4318899999999992
17,893,-1.4448566666666667,-0.9699747619047625,-0.3913111111111111,0.02774285714285713,0.42171111111111115,1.0299066666666667,1.5148735714285715
18,892,-1.7017750000000003,-1.0931514285714288,-0.4036678571428572,0.042816666666666676,0.4260357142857143,1.002327857142857,1.5259718749999989
19,892,-1.676835714285714,-1.1102016071428569,-0.390820238095238,0.04422857142857146,0.4637916666666667,1.0610125,1.6032699999999975
20,893,-1.624242777777778,-1.0680457142857143,-0.38545555555555555,0.03962222222222222,0.43220000000000003,1.018794285714286,1.533502777777777
21,894,-1.7332391666666664,-1.111055,-0.42305833333333337,0.021599999999999984,0.3956924107142858,0.9375066666666668,1.3803305555555554
22,895,-1.6140820833333331,-1.0368975,-0.42445625,0.01595000000000003,0.43671875,0.848424166666667,1.3507955555555553
23,894,-1.5580055555555556,-0.9509296825396822,-0.44614999999999994,0.0041083333333333414,0.4004114583333333,0.8727900000000007,1.453384841269841
24,894,-1.629895,-1.0171355555555557,-0.42154285714285716,0.01883571428571425,0.4322948412698413,0.8960800000000003,1.434060714285714
25,895,-1.6793142857142858,-1.034617142857143,-0.4193,0.036500000000000005,0.4533222222222222,0.9643400000000002,1.4392828571428569
26,896,-1.687925,-1.1450869047619046,-0.4287535714285714,0.04348125,0.4528714285714286,0.9125866071428572,1.3028575892857142
27,896,-1.6308517857142855,-1.1059166666666667,-0.43238035714285716,0.04327232142857143,0.45924047619047637,0.9810366071428572,1.398559375
