phase,start_day,end_day,avg_rvr,median_rvr,avg_volatility,avg_expected_return,avg_event_count
pre_event,-15,-1,8.971902653425275,1.5887355262373173,0.022851364450432936,0.000979439293212724,242686.0
event_day,0,0,38.655141192969346,15.338477712139007,0.033291700501714434,0.010551330623963547,242686.0
post_event_rising,1,5,85.05128523211513,29.895845851607504,0.03370501428847748,0.010925417810815987,242686.0
post_event_decay,6,15,4.981528636896209,0.7546704825226949,0.03891464614476929,0.0011584387262717774,242686.0
