phase,start_day,end_day,avg_rvr,median_rvr,avg_volatility,avg_expected_return,avg_event_count
pre_event,-30,-1,1.5294694733663297,0.6030140881926211,0.03654399915522692,0.0005250409037219832,166761.4
event_day,0,0,0.7755048431625712,0.30766426827051924,0.04986414009848398,0.0005284914275912853,239267.0
post_event_rising,1,5,11.300856506112764,6.12256395007928,0.053109205207501134,0.01052369961208793,149734.2
post_event_decay,6,30,1.030436665076798,0.4135169256261091,0.044788374026003004,0.0005293964226440735,171704.28
