period,phase,avg_rvr,median_rvr,n_events,amplification
2000-2007,post_event_decay,1.6947467120449258,0.6729003861339627,113930,
2000-2007,post_event_rising,23.862637999406115,9.043183672911265,113943,11.991654580295615
2000-2007,pre_event,2.1869560370437293,1.1679013024081517,113983,
2008-2015,post_event_decay,2.0229210656557273,0.722860934660142,83772,
2008-2015,post_event_rising,25.278469779266874,10.321978775589997,83752,11.499154706735816
2008-2015,pre_event,2.198289389433086,1.3312382339900333,83417,
2016-2024,post_event_decay,2.6772967355920634,0.6237132559163499,84770,
2016-2024,post_event_rising,29.023188946128865,9.485474769872273,84827,10.911347825566267
2016-2024,pre_event,2.4202822681216185,1.3420410135660468,84237,
