characteristic,value,phase,avg_rvr,median_rvr,std_rvr,n_events
liquidity_quintile,Q1_Illiquid,pre_event,2.4756750804732284,1.069885605950432,29.425522888695344,56063
liquidity_quintile,Q1_Illiquid,post_event_rising,30.110646506695375,11.863758944127568,57.99684201428904,55963
liquidity_quintile,Q1_Illiquid,post_event_decay,1.8317852517201145,0.5998162887268217,9.872182941964198,55896
liquidity_quintile,Q2,pre_event,1.2602551822588242,1.1396247378254216,199.18851984452132,56338
liquidity_quintile,Q2,post_event_rising,24.58515066606165,9.183088616417699,61.78793118030608,56237
liquidity_quintile,Q2,post_event_decay,1.4134232412115237,0.6007909519469647,92.6356502952198,56171
liquidity_quintile,Q3,pre_event,1.943521731329487,1.2132062754373507,29.0430476167614,56350
liquidity_quintile,Q3,post_event_rising,22.714019580519448,8.44681508710388,50.07230842414783,56258
liquidity_quintile,Q3,post_event_decay,1.7736594665658254,0.6322581970192279,9.252713241687786,56187
liquidity_quintile,Q4,pre_event,2.4252109336098675,1.3546041292242055,28.859784364406657,56525
liquidity_quintile,Q4,post_event_rising,23.625826530438676,8.750070818214997,51.06490818590606,56434
liquidity_quintile,Q4,post_event_decay,1.9934082691950543,0.7088707685991901,8.570861269738153,56376
liquidity_quintile,Q5_Liquid,pre_event,3.18303451626975,1.5729663352685725,396.60048021595856,56313
liquidity_quintile,Q5_Liquid,post_event_rising,26.691082241760597,9.722666859597984,812.6095917295676,56205
liquidity_quintile,Q5_Liquid,post_event_decay,3.3900777912592592,0.848571568969854,308.77709306809925,56147
liquidity_quintile,Unknown,pre_event,17.643927177882432,0.0,224.13423280250655,48
liquidity_quintile,Unknown,post_event_rising,113.12638143328243,29.53170055617693,309.694713016703,1443
liquidity_quintile,Unknown,post_event_decay,2.7223141888984395,0.8839082236262458,45.69005606362472,1779
