event_id,vix_start,vix_end,vix_pct_change,pre_days_count,cum_return,post_days_count
BHC_20181106,13.16,12.65,-3.875379939209725,21,-0.009386602974322589,9
MYL_20200706,22.65,15.47,-31.699779249448117,19,0.057124834135010794,9
RIGL_20200904,27.98,54.46,94.63902787705504,22,0.07758628495100761,6
PFE_20090313,29.78,22.46,-24.58025520483546,21,-3.0090869995724745e-7,7
HRTX_20171109,10.08,15.51,53.86904761904761,22,-0.056213486943364144,7
SUPN_20210402,26.67,26.97,1.1248593925759174,22,0.04678015767822474,6
LQDA_20211104,19.66,21.91,11.444557477110886,22,0.15509193004000354,7
JNJ_20190305,13.36,13.74,2.844311377245515,20,-0.006353744156640806,9
LLY_20101104,28.84,18.06,-37.37864077669904,22,-0.009084516331685277,7
GILD_20110810,29.85,34.32,14.974874371859293,22,-0.024646398973665273,8
NVS_20200506,25.81,33.61,30.220844633862846,21,-0.008611996047243275,8
RVNC_20220907,21.29,26.09,22.545796148426493,21,0.29054717837749156,8
