phase,start_day,end_day,avg_rvr,median_rvr,avg_expected_return,avg_variance,event_count
pre_event,-30,-1,26070085725029.81,1.4840713017508842,0.0004280273114257726,0.00046230074415231633,18714
post_event_rising,0,10,120.47273139538288,36.6982538677196,0.010970419233468693,0.0005534106926463653,6648
late_post_event,11,30,4.8227006585752825,0.5031425078515055,-0.0001287450811727648,0.0004476227341457947,12381
