phase,start_day,end_day,avg_rvr,median_rvr,avg_raw_rvr,avg_expected_return,avg_variance,event_count
pre_event,-30,-1,8.568186572842833,5.742000000000002,8.568186572842833,0.00001321268486062873,1.0544690688490392e-6,18715
post_event_rising,0,10,116.92339231233609,109.808,116.92339231233609,0.00014265090640196523,1.5809045995199688e-6,6649
late_post_event,11,30,-0.8931290578513826,2.461999999999983,-0.8931290578513826,-8.332872142799449e-7,1.0113708143721248e-6,12381
