days_to_event,mean_pct_change,std_pct_change,median_pct_change,count,q5_pct_change,q10_pct_change,q25_pct_change,q50_pct_change,q75_pct_change,q90_pct_change,q95_pct_change
28,-3.0102291549106766,87.10732736803057,-0.34482758620688614,227579,-34.34782608695652,-21.121009651076474,-8.616991513568973,-0.34482758620688614,7.0928462709284545,17.647058823529417,27.530152071316195
29,-2.5806773758836123,87.80968093850592,-0.2582311168495832,212951,-33.877551020408156,-21.176470588235297,-8.719346049046317,-0.2582311168495832,7.3982939632545985,18.199481865284973,28.323108384458084
30,-2.600201571656203,98.20880674861701,-0.23364485981309802,140831,-35.416666666666664,-21.969696969696972,-9.022556390977455,-0.23364485981309802,7.569644572526424,18.58181818181819,28.936423054070115
31,-3.584522600110171,101.16298978098564,-0.4256224728665714,101099,-39.40397350993378,-23.37858220211161,-9.451588235294118,-0.4256224728665714,7.4410163339382995,18.67330016583748,29.428571428571427
32,-3.0370684786215847,100.25789474819054,-0.28870447643010166,114620,-38.33333333333333,-23.076923076923073,-9.257898603967673,-0.28860028860028253,7.679603633360865,18.938885157824046,29.81770833333335
33,-2.799735883596123,79.3883388988575,-0.2366863905325478,141233,-35.51401869158879,-21.893491124260343,-8.936170212765958,-0.2366863905325478,7.614414210556086,18.75,29.084762755608494
34,-2.650810749718038,74.45638258589942,-0.19505799081629416,194528,-36.102236421725244,-22.276422764227643,-9.090909090909093,-0.19499403041307595,7.797029702970315,19.1394658753709,29.69072164948454
35,-2.6493110516014933,85.86822437058218,-0.2338985898871382,228788,-37.5,-23.06513409961687,-9.398609851919016,-0.23387905111929008,7.9812206572769995,19.488074461896442,30.418250950570357
36,-2.2374324180451306,81.67473759276847,-0.14054813773717312,212993,-37.09090909090909,-23.116883116883123,-9.435797665369638,-0.14054813773717312,8.32356389214537,19.999999999999996,31.118881118881127
37,-2.168534636291461,89.89365277147571,-0.1485332343111767,141197,-38.82978723404255,-24.0,-9.738409738409736,-0.1485332343111767,8.399999999999984,20.524562864279773,32.14285714285714
38,-3.308734952175587,86.99584998664616,-0.31186869778473403,101666,-43.220338983050844,-25.622954945884715,-10.178236397748586,-0.31152647975076775,8.269230769230763,20.425531914893625,32.069970845481045
39,-2.560110798121926,82.99577181487169,-0.1982654841166498,115968,-40.43010752688172,-24.766516776202007,-9.94336060415355,-0.1980198019801982,8.485639686684078,20.88888888888889,32.456140350877206
40,-2.5016714660110093,67.94897214525632,-0.13752455795678076,141885,-38.52984706462752,-23.899371069182397,-9.743589743589743,-0.13752455795678076,8.449590847916921,20.769230769230763,32.14285714285714
41,-2.3817917058613856,73.54761014910264,-0.12088975561621029,194250,-39.04761904761905,-24.147217235188524,-9.820732657833197,-0.12086052695189364,8.615384615384624,20.93157894736841,32.49999999999999
42,-2.38768781316141,81.95008475108162,-0.17301038062284002,228969,-40.578158458244104,-25.075895567698847,-10.131712259371838,-0.17301038062284002,8.756218905472624,21.413043478260875,33.33333333333335
43,-1.753960928449212,90.53838180853766,-0.09380863039399889,212621,-39.992480260684296,-25.014277555682472,-10.19887812340643,-0.09380863039399889,9.06499429874572,21.95121951219512,34.056628737761294
44,-1.64460815178564,104.04496146115117,-0.165220983064851,141023,-41.74757281553397,-26.086956521739136,-10.48951048951048,-0.165220983064851,9.219858156028371,22.36842105263157,34.892981582877056
45,-2.52985253902772,112.40497403819914,-0.3144654088050314,101566,-45.79288025889967,-27.609714529186203,-10.85568326947637,-0.3144654088050314,8.889782783588096,22.125603864734302,34.98349834983499
46,-2.1999536571823803,96.8141687928911,-0.2932551319648091,117781,-43.18181818181818,-26.66666666666667,-10.659574468085097,-0.2932551319648091,9.020310633213867,22.313336210617173,35.114503816793885
47,-2.22667344098951,80.8390844341992,-0.14433526613660264,143096,-41.44736842105263,-25.54567502021018,-10.352422907488979,-0.14409221902018654,9.161950956615472,22.25409836065573,34.83870967741933
48,-2.253132364480867,75.4755459326128,-0.19464724803837097,195040,-41.826554105909445,-26.131687242798364,-10.550458715596333,-0.1945525291828787,9.22989807474519,22.500000000000007,35.01683501683501
49,-1.9830319788272368,90.00089396846407,-0.21792428748672044,227936,-43.065998329156216,-26.82027649769585,-10.865191146881292,-0.2178649237472685,9.399194797150834,22.97297297297296,35.67567567567569
50,-1.461820922914095,88.47109270136163,-0.13837650152545566,208510,-42.240951908775415,-26.798561151079127,-10.926365795724468,-0.1382488479262589,9.674418604651148,23.418181818181804,36.2589928057554
51,-1.4299980998431634,102.75205299165056,-0.195694716242667,139194,-44.22450068156226,-27.819548872180455,-11.343283582089558,-0.195694716242667,9.745454545454546,23.70546318289786,36.84210526315792
52,-2.3533777639857707,106.45035216142286,-0.4155869594326622,100484,-48.93617021276596,-29.629629629629616,-11.76281536236542,-0.41554632119285007,9.523809523809534,23.456790123456805,37.146226415094354
53,-1.9824934296345016,104.9157886466748,-0.45760773588002235,118024,-46.150659802355165,-28.342245989304825,-11.574931880108997,-0.4575495678698749,9.523809523809534,23.33333333333334,36.98060941828256
54,-2.1015758310305923,84.75568461212676,-0.24090097438357883,142366,-44.14285714285714,-27.413315969396056,-11.111111111111116,-0.24086712163788881,9.610983981693355,23.446893787575164,36.651583710407245
55,-2.02915437201695,75.81253782280753,-0.23952095808382756,193343,-44.44444444444444,-27.927927927927932,-11.393310677875157,-0.23952095808382756,9.765625,23.744029995726002,37.1275389215383
56,-1.8039388381318493,93.87536907082249,-0.28441410693970104,224891,-45.674740484429066,-28.79746835443038,-11.680911680911677,-0.28441410693970104,9.953703703703699,24.274406332453815,38.00243605359317
57,-1.1949139665398627,103.95317380805962,-0.2751662607422767,206520,-45.45454545454546,-28.877005347593588,-11.958914159941314,-0.27510316368637433,10.135135135135132,24.634146341463413,38.43843843843844
58,-1.360640631476499,106.73250854328562,-0.3636363636363549,137230,-47.14285714285714,-29.963459196102317,-12.326388888888884,-0.3636363636363549,10.212765957446802,24.788494077834166,39.02439024390243
59,-2.3541237056928335,112.46039898188332,-0.6088982252253516,99152,-52.320675105485236,-32.163742690058484,-12.887081639036591,-0.60882800608828,9.948542024013719,24.695121951219523,39.189189189189186
60,-1.6008042481757307,130.45071653613647,-0.5328840142948377,115436,-49.26733045275221,-30.575539568345324,-12.564102564102564,-0.5327245053272422,10.010355540214032,24.984783931832013,39.6039603960396
