days_to_event,event_count,mean_q5,mean_q10,mean_q25,mean_q50,mean_q75,mean_q90,mean_q95
27,242373,-1.9042999999999999,-1.2301600000000001,-0.479775,0.044185714285714266,0.5746571428571429,1.3574133333333338,2.11276857142857
28,242391,-1.8404746031746035,-1.1913125,-0.4634380952380953,0.04503749999999998,0.5594142857142858,1.3209499999999998,2.0569388888888884
29,242417,-1.7917624999999995,-1.1588685714285716,-0.4443222222222222,0.04836666666666666,0.5495875,1.2877571428571428,1.993891111111107
30,242410,-1.783534375,-1.1503377777777777,-0.43766875,0.05213749999999999,0.5556159722222223,1.2949671428571434,1.99606111111111
31,242336,-1.8270833333333334,-1.1905285714285716,-0.45019618055555555,0.052125000000000005,0.5726555555555556,1.3238937499999999,2.047339285714286
32,242272,-1.9038042857142856,-1.2394314285714285,-0.473825,0.050285714285714246,0.5867285714285715,1.3634842857142857,2.1153457142857137
33,242203,-1.9607282142857145,-1.274332380952381,-0.49541428571428575,0.0437,0.5925083333333332,1.3870180952380964,2.1466421428571425
34,242215,-1.9604705555555553,-1.2667126984126986,-0.48895714285714287,0.04331428571428558,0.5796803571428573,1.3726771428571432,2.121121249999996
35,242246,-1.913811507936508,-1.2273492063492064,-0.47272420634920637,0.043785714285714324,0.5659567460317458,1.323507142857143,2.0467166666666667
36,242265,-1.85183,-1.18986,-0.4510666666666666,0.050766666666666654,0.5628857142857143,1.3002250000000002,2.009735555555553
37,242238,-1.8363759523809524,-1.173,-0.44440446428571423,0.05509999999999996,0.5700718750000002,1.3103633333333335,2.0111381249999996
38,242165,-1.8736277777777777,-1.2115657142857141,-0.4588000000000001,0.05264444444444442,0.5842555555555555,1.3422400000000005,2.074513333333333
39,242062,-1.9587085714285715,-1.2650328571428568,-0.4834678571428571,0.048714285714285654,0.5891553571428572,1.3729962499999997,2.126148333333333
40,241991,-2.018920535714286,-1.3101285714285715,-0.5081845238095237,0.03838571428571427,0.5870669642857144,1.3885285714285716,2.1618214285714283
41,241956,-1.9993760416666668,-1.2988785714285718,-0.5076857142857142,0.034071428571428544,0.5749770833333333,1.3640285714285714,2.1150553571428574
42,241942,-1.9654755555555559,-1.2623257142857143,-0.492004761904762,0.03481269841269843,0.5551482142857144,1.3201207142857134,2.058826736111108
43,241996,-1.9091072916666665,-1.2263562500000003,-0.47567812500000006,0.038188888888888876,0.547515625,1.2976555555555556,2.0153
44,242001,-1.8967625000000001,-1.2228375,-0.4690499999999999,0.0419875,0.5568333333333333,1.3070374999999999,2.024522222222222
45,241952,-1.9389658035714281,-1.24699625,-0.48202500000000004,0.039299999999999995,0.566167857142857,1.3463850000000002,2.085553749999997
46,241875,-2.0122806944444447,-1.3074257142857142,-0.5101499999999999,0.033349999999999984,0.5747535714285714,1.3753520634920635,2.1491560714285702
47,241808,-2.0598254761904764,-1.34109,-0.5350607142857143,0.024728571428571447,0.5739628571428571,1.3885557142857152,2.1555716666666624
48,241836,-2.0603178571428575,-1.3412267857142859,-0.5350308035714286,0.01712857142857143,0.5518294642857143,1.3501124999999998,2.1127584821428567
49,241868,-1.9948525,-1.3001816666666666,-0.5167607142857142,0.019112499999999966,0.5357196428571428,1.3042980952380971,2.0447224603174603
50,241979,-1.9447455555555555,-1.2587688888888886,-0.4957598214285714,0.02490000000000002,0.5336321428571429,1.2864669841269853,1.9989312499999925
51,242121,-1.9200125000000001,-1.2470124999999999,-0.4890555555555556,0.02997500000000001,0.5426375000000002,1.2949875000000004,2.011016666666667
52,242030,-1.9613444444444448,-1.2726921428571427,-0.5027540178571428,0.02955857142857142,0.5546,1.3274205555555554,2.0715549999999987
