days_to_event,event_count,sharpe_q5,sharpe_q10,sharpe_q25,sharpe_q50,sharpe_q75,sharpe_q90,sharpe_q95
43,241767,-10.0,-7.845956010750948,-3.7753853949704874,0.08950557721748315,4.014851758117331,8.072547516097183,10.0
44,241891,-10.0,-7.591869459928447,-3.6634723101135034,0.12540813416282526,3.967620339648839,7.942988974779405,10.0
45,241827,-10.0,-7.788076960613784,-3.726172725815095,0.1293334632464058,4.033108554760984,8.109518643059715,10.0
46,241596,-10.0,-8.230329988707375,-3.9148108691398997,0.11279373272597407,4.211172901025485,8.537899941250426,10.0
47,241422,-10.0,-8.685783456659223,-4.1654383941634485,0.044989205108487654,4.266180360854262,8.767026896275802,10.0
48,241377,-10.0,-8.761072955556804,-4.223059802887545,0.007970327320503122,4.176438115226863,8.611690814564293,10.0
49,241485,-10.0,-8.501315239545008,-4.123380804620217,-0.02113115921942654,3.985098066757679,8.24599894068144,10.0
50,241668,-10.0,-8.06399915032229,-3.9359756993473107,0.0036761039340760604,3.864982655903248,7.9167051716408094,10.0
51,241842,-10.0,-7.769160703824278,-3.802280926203452,0.037645523012223917,3.8540986068427348,7.769766994578405,10.0
52,241845,-10.0,-7.937253933193772,-3.8602992001992975,0.04356540276244037,3.950489318440555,7.991063186158936,10.0
53,241429,-10.0,-8.376940045789846,-4.035779129522128,0.048405906841830645,4.115330700574357,8.400850706514781,10.0
54,240997,-10.0,-8.73038323981575,-4.198702414654872,0.013329699774157051,4.191889461630848,8.611214933973683,10.0
55,240935,-10.0,-8.729755221798056,-4.198764137710301,0.0,4.10581401477164,8.526734251096517,10.0
56,241207,-10.0,-8.432625672298292,-4.092343089115314,-0.007823444163962774,3.9619672227689025,8.20336288239884,10.0
57,241587,-10.0,-8.009748876029228,-3.9102328629873213,0.019811360526434958,3.880205063743859,7.912845295899007,10.0
58,241870,-10.0,-7.803004996478157,-3.7789864734654013,0.04365420332604608,3.8265215609667047,7.741858339389797,10.0
59,241790,-10.0,-7.957973735460618,-3.8359262790346333,0.07737916256728827,3.9539350513356415,7.9855105206113075,10.0
60,241112,-10.0,-8.431393452079586,-4.019835109495135,0.07666997930050112,4.119759347347507,8.427785831589054,10.0
