days_to_event,mean_rtv,median_rtv,std_rtv,count,smooth_mean_rtv
44,2.7281865826112703,0.39972428074297583,154.64307448416054,144364,756748115.9215691
45,0.8832334494012797,0.38120808283122487,532.2904149052828,104936,756748114.6754391
46,3783740569.9486647,0.3944987327434614,1317084169000.1008,121167,-112406764344.26509
47,-3.1889364000457365,0.39953261174649646,2163.4631028493877,146189,-112406764344.56075
48,-565817562291.6577,0.39463274307844953,660448108248948.0,198102,-112406764344.60388
49,1.249923481347376,0.3972039470919522,235.98042410800548,230801,-113163512458.90903
50,0.667586034095991,0.3966807789176176,850.9641187027313,211658,-604443133557.4485
51,-1.5771072067203713,0.3984135780944423,1233.790155895283,142784,-491279621097.9927
52,-2456398105495.8857,0.39776127666415917,793310111663490.2,104301,-491279621099.1281
53,5.620996952292212,0.39715138284098406,1293.2539125098729,121758,-523798695401.95917
54,-4.427087161713462,0.39959743404139353,2512.9295553377715,145829,-551806564000.7493
55,-162595371513.488,0.3997834340069312,72161027564063.83,196965,2128945600624.1042
56,-140039342995.52756,0.3997406736416129,66968974996158.87,228690,2128945600623.4468
57,10947362717628.383,0.3989630943575958,5024231263762238.0,210630,2128945600625.2534
58,2.333983164229747,0.39870510641784934,192.98610833825208,141645,2161464674928.332
59,4.6062358259365785,0.39483127966312065,3885.2144496647775,103516,2736840679409.2974
60,1.90526859290127,0.39604330384289294,132.5156087544883,119729,2.935546875
