phase,mean_rtv,median_rtv,std_rtv,count
Pre-Event,1.669664206092222,0.6543713886908012,11.742527121987957,246323
Post-Event Rising,21.343682127271173,0.5407061854181857,170.1802181352229,563
Post-Event Decay,1.9649258942260976,0.7206672033448476,20.494665557448226,245312
