days_to_event,mean_expected_return,median_expected_return,mean_volatility,median_volatility,mean_rvr,median_rvr,count
-60,0.0009381870542327559,0.0006907590361445784,0.02441013927511016,0.01869971070169721,2.8079283790912757,1.7601499051504559,511
-59,0.0009384019106945446,0.0006726829268292682,0.024671830875367784,0.018843950519151945,2.650025879801508,1.6414449385643384,553
-58,0.001114709379158194,0.0006426419753086422,0.02431190542554652,0.018916516662899494,3.718798991336073,1.544939172956853,609
-57,0.001113785497229165,0.0006481733859397417,0.024559137048891823,0.018916516662899494,3.535155146919884,1.5710708789267636,738
-56,0.001106957629792555,0.0006439151053013799,0.024461500182577752,0.018962474094818084,3.4322079948679804,1.6191860320973221,850
-55,0.001122797349854726,0.0006004878048780486,0.024369835684392924,0.018913574517684294,3.7989793127734712,1.4797746820326,573
-54,0.0011448040687503651,0.0005922073170731711,0.024261495555819124,0.01894883361377966,4.39176090593754,1.5942776241127394,403
-53,0.0010066549092478086,0.0006872188037865749,0.024542814292345002,0.01868129626384181,2.8716798490488116,1.848240210774385,516
-52,0.001001342598787685,0.0006670357142857141,0.0246716552570972,0.018764173845804005,2.7118989111639733,1.6868404230063951,565
-51,0.0011461278332314316,0.0006380864197530864,0.024291786701721017,0.01896017907784147,3.737976374955271,1.544939172956853,605
-50,0.0011176134908858393,0.000636784173731965,0.024681447160180964,0.019005538106264142,3.5035788945608055,1.5229007756471704,750
-49,0.001062486315969088,0.0006380864197530864,0.024372388001856583,0.018926678842189383,3.436635039397965,1.6361664701452037,849
-48,0.0010858747646054717,0.0006296707317073174,0.024267370621969094,0.018957884060864853,3.817804680456564,1.5942776241127394,573
-47,0.0011032446655335302,0.0005826829268292684,0.02438074921308928,0.019005538106264142,4.305151379827946,1.4764261805794874,406
-46,0.0009339924512373245,0.000683107142857143,0.02465522192943091,0.018697894683803996,2.8243059238677026,1.7864864922460713,518
-45,0.0009997317029344216,0.0006743555555555557,0.02462373379562009,0.018753396553991455,2.7604516668613925,1.7234823421798908,563
-44,0.0011534075177429418,0.0006439151053013799,0.0245380314503811,0.018990786453246086,2.649885158045963,1.5464016533488203,608
-43,0.0010702679599814443,0.000636784173731965,0.02457619952627648,0.018991977400854197,3.4982853933355362,1.5426078445993943,752
-42,0.0010530327710889917,0.0006327469879518074,0.024404135479305353,0.01876417384580401,3.471582540186784,1.5942776241127383,851
-41,0.001130952323633509,0.0006076341463414638,0.024486681914317354,0.018957884060864877,3.791172166657004,1.5402765162419318,573
-40,0.0011357762021662627,0.0006076341463414638,0.024338397665906883,0.01901909881167421,4.378465298912809,1.6658762943281813,407
-39,0.0009849552975244118,0.000683107142857143,0.02462774631513845,0.018742619262179485,2.8186217575562806,1.687686191180323,532
-38,0.0010148898354794544,0.0006655180722891567,0.024565429850657253,0.01872207299088735,2.663973238983976,1.664142680784889,562
-37,0.0011610736974712766,0.0006451882352941176,0.024465746564919785,0.01888362612116734,3.740166078180591,1.533169089166553,605
-36,0.0010949692156816452,0.0006341144578313254,0.024546751092023512,0.018954675728133637,3.521574747324563,1.5367228026967243,756
-35,0.0010556841861329713,0.0006354819277108435,0.024422615305596845,0.01891357451790083,3.4568371824818365,1.544939172921478,861
-34,0.001090444444707778,0.0006052168674698795,0.024355650899748567,0.01893978316755637,3.7533177580598416,1.5402765161017482,573
-33,0.0010194405616969762,0.0005774610917537748,0.02389460549715179,0.018974930734157264,4.316119932616258,1.4764261800662979,408
-32,0.00103297677380082,0.0007033048780487801,0.024674197629071137,0.018938024318328042,2.882086007680226,1.8836573398046528,513
-31,0.0010006789350428312,0.0006872188037865749,0.024356527655190637,0.01869789472584013,2.761916062015372,1.7452603555173996,560
-30,0.0011662700169096651,0.0006451882352941176,0.024521667748570727,0.019028657247248656,3.7536189756152254,1.5449391494274611,615
-29,0.0011154306830447784,0.0006341144578313254,0.02443367198185242,0.019005538577259895,3.605923334383397,1.5229007001660495,752
-28,0.0010538205373368478,0.0006084859043395631,0.024468313460332184,0.018951468863802317,3.4115474004571884,1.5367225645512552,856
-27,0.001076394820193047,0.0006026069976771195,0.024360064951467572,0.018893254557184606,3.6360234467611448,1.5367220872513179,568
-26,0.0009279612913718804,0.0005856341463414635,0.02423089651814502,0.019043751096398918,4.359707092493276,1.54027444640304,403
-25,0.0009597247157263492,0.0006907590361445784,0.02461813970515105,0.018843985631585937,2.831529336219095,1.760143345701814,509
-24,0.0009966320413938878,0.0006726829268292682,0.02455246798567425,0.01870161956803546,2.645781119795979,1.68303410168222,557
-23,0.0011032944915372908,0.0006174437995885984,0.0245436676554782,0.01903845736251422,3.6216064683375366,1.5033721617153244,618
-22,0.0010189871675483904,0.0006380864197530864,0.024467543310853355,0.018958476698574787,3.5310811662844355,1.5125378945254766,749
-21,0.0010581689078213,0.0006354819277108435,0.024359212861204932,0.01888502113355252,3.4777414392804196,1.6019688971072932,857
-20,0.0010687749324784983,0.0005974404761904763,0.024403331587406773,0.018929853438900315,3.738553973749182,1.5326548976478507,571
-19,0.0011242217428257114,0.0005826829268292684,0.024296597078838116,0.019038382175301256,4.33246969467056,1.475346321555069,408
-18,0.0010069926280790948,0.0007171547619047621,0.024586414780778745,0.018873439350804853,2.9307258086281673,1.8807714892423093,527
-17,0.0009722080011493288,0.000667,0.024831225637734003,0.01890315029373063,2.718797752834259,1.6816422982549388,567
-16,0.0011068711766164222,0.0006403855421686748,0.02475999331137147,0.01911597372565258,3.631466531487112,1.5036332924278892,619
-15,0.0011006118791955185,0.0006380864197530864,0.024823853855356563,0.019067801124356007,3.522813162880858,1.5233071173782518,759
-14,0.0010444203848943823,0.0006312088598295624,0.024768303299414273,0.019180388212350838,3.353132121579853,1.5161699670998878,862
-13,0.0010487523080793288,0.0005948238966318237,0.024958591458256543,0.019277354960011615,3.5509655377709537,1.4279865256143442,576
-12,0.0010830367273244653,0.0005669265633964429,0.02499288620409157,0.019580881684663126,4.0545044155869885,1.3338842930047057,404
-11,0.0009804361244068773,0.0007056881533101043,0.02564160246254762,0.01952921820298855,2.7031150781916127,1.770659188583378,526
-10,0.0009921836867261074,0.000670695634920635,0.026419266929740923,0.020213639999505807,2.358889091225334,1.4376571000104739,566
-9,0.00109354062186254,0.0006325763297090805,0.027189631763383425,0.020901026267960598,3.001671495171522,1.2448648335089878,620
-8,0.0010604685609604547,0.0006327469879518074,0.02806175373260396,0.021691173094639214,2.678432205868501,1.1659280976989639,757
