days_to_event,mean_expected_return,median_expected_return,mean_volatility,median_volatility,mean_rvr,median_rvr,count
-7,0.0010270517628099339,0.0006312088598295624,0.029095480504317237,0.022515436210255164,2.419889957453907,1.0936404858565143,864
-6,0.0010918376496182255,0.000604971528973035,0.03045989894032787,0.023556538204044526,2.4258187841252066,0.9940095285581945,572
-5,0.0011214764845343247,0.0005751904761904763,0.03138792517281355,0.02468356275614918,2.5541272627672624,0.938638519259678,405
-4,0.0010128297364329051,0.0006907590361445784,0.033228218256870744,0.02548909916149422,1.5165581467133666,1.043563713792079,519
-3,0.0009673149959986087,0.000667017857142857,0.03503557288988055,0.026735146862221858,1.3061946232736725,0.8271170192545756,572
-2,0.0010287345355008456,0.0005948238966318237,0.03587056138980201,0.02779751931497358,1.6777209170664429,0.6756749808615385,628
-1,0.001063541804865146,0.0006296707317073174,0.03676377098220811,0.0283545893256098,1.5738610548732723,0.6812445294053285,759
0,0.001041812749981879,0.0006296707317073174,0.03690417951733014,0.0284402686167622,1.5052720250727323,0.6845676181936042,881
1,0.011063368022972836,0.010604971528973035,0.03152272557212406,0.024327732815219168,31.632424350971093,18.178216305266474,572
2,0.011090856347722822,0.010575190476190476,0.0363377771313613,0.02827346670486227,26.27379404437658,13.435165587898714,397
3,0.011019371480491763,0.010708071428571428,0.040637095394510936,0.03081241643155221,14.628415289271661,12.166173048159244,499
4,0.010938969998441019,0.010667017857142858,0.04307815530337156,0.03256345144640144,12.611566929979686,10.493054886075022,556
5,0.011059811698640072,0.01060472619047619,0.04475521573002558,0.03439467666677591,11.602560172911476,9.075301532650565,605
6,0.0011156436727148195,0.0006341144578313254,0.04699425392477592,0.03630434423863617,0.7357104465512465,0.4261931933800006,744
7,0.001045293798868255,0.0006312088598295624,0.04487962408967495,0.03456595663265806,0.8049770740403126,0.4663573551985458,856
8,0.0010698561802013873,0.0006004878048780486,0.04275086518347093,0.03300222999872505,0.8718218584976503,0.4883024656215997,569
9,0.0010719437744488556,0.0005111686746987954,0.040526454271666464,0.03176798200267183,0.8599306722545094,0.5046753534400086,403
10,0.000956132512402357,0.0006640361445783134,0.03972393904749104,0.030556890164890486,1.0677578893743596,0.6207836857069112,519
11,0.0009624161878447258,0.0006726829268292682,0.038434954152078996,0.029123950314057522,1.0758101842635437,0.6820721777125227,551
12,0.0010067796367471437,0.0005922073170731711,0.036936270365248124,0.028463703772908102,1.106206510940799,0.6482414468413545,607
13,0.0010674519033958235,0.0006093376623376623,0.03609611827556029,0.02767638175315627,1.2292158696910263,0.7018454838632451,757
14,0.0009761068689566517,0.0005856341463414635,0.034666229796799924,0.026751687344109255,1.282487036927842,0.7451658813324821,853
15,0.0010561749152243382,0.0005948238966318237,0.03363399339715153,0.02592771124251359,1.3647744838838427,0.782322004564391,576
16,0.0010965581135653928,0.0005751904761904763,0.03260245503134953,0.025389681909487205,1.4827700186714994,0.7951252012356587,405
17,0.0009260778921945798,0.0006542352941176472,0.03222580026773626,0.02455874226628635,1.6174989989731214,0.9463113671863063,527
18,0.001014274414923634,0.0007008443562610232,0.031611999934454356,0.024017767712669676,1.656340741711191,1.0276690822747292,554
19,0.0008913649568842655,0.0006010833333333335,0.030854916530396268,0.023786963915599806,1.5869487338065604,0.9024716941136043,604
20,0.0010786976744748108,0.0006296707317073174,0.03035079234653583,0.023339181648203797,1.7134107932659333,1.0026400281122703,757
21,0.0010007304536243785,0.0006047261904761905,0.02959806628935167,0.022858988637147373,1.7877285144412358,1.0205664716869165,857
22,0.0010485670408015854,0.0005774610917537748,0.029001535771409043,0.022441337945429476,1.817329655356276,1.0559642618808371,570
23,0.0010691188216897657,0.0004814813399941228,0.028662076722093723,0.02221560915917764,1.8453671538125453,0.9688461621494148,402
24,0.0009933963791591762,0.0007126130952380954,0.028211346271347117,0.021679687346498645,2.140058274491811,1.3206582535221352,512
25,0.0009571907398419797,0.000667,0.027890340035043766,0.02146171100134949,2.0351862505122793,1.2734387389216915,561
26,0.0010721142035759535,0.0006325763297090805,0.02790682563116085,0.0213726668620255,1.9016389726881657,1.1825350787205227,608
27,0.0010771834101838598,0.0006312088598295624,0.02735297855246713,0.02123572077503117,2.1138928424294003,1.2184377337372334,734
28,0.0010156126204263081,0.0006004878048780486,0.027094330367492023,0.020863629821688167,2.102475416799716,1.2005354256945477,855
29,0.0010434575592845519,0.0005889207317073173,0.02685684808739651,0.020696297610571478,2.1694222440174222,1.2138328072149949,574
30,0.0010075826342522758,0.000469268292682927,0.026556499496711235,0.02060694353300883,2.1025925163650654,1.0468593091915916,401
31,0.0009139100056768791,0.0007197400315547906,0.02644166477245518,0.020318353373936147,2.4693712546392454,1.6731571578371294,496
32,0.0010011451552211555,0.0006640361445783134,0.026423502333415633,0.019956434347489754,2.3027480056288874,1.4777506084367444,545
33,0.001046288936522137,0.0005818809523809523,0.02614037350334297,0.020195930463338924,2.2299625817964497,1.2749985094544234,605
34,0.001089407496192356,0.0006354819277108435,0.02628273518202227,0.02023535434864775,2.347474391279469,1.329448695896686,737
35,0.0010224823687542232,0.0006047261904761905,0.025936451919977788,0.019986072324391424,2.312290083731204,1.3610934373505947,847
36,0.0010779937468243601,0.0005974404761904763,0.02569978348030635,0.019811921616876355,2.337214007642748,1.354946470395134,577
37,0.0010307244923129946,0.0004839024390243902,0.025451107373340998,0.01982000304592185,2.3154820421947173,1.2470884102095,405
38,0.0008350893513351961,0.0006327469879518074,0.025600405088504526,0.019661870201198937,2.3767957718528865,1.4369833553217937,517
39,0.0009177684599926741,0.0006640361445783134,0.025586622537462658,0.019345013162677775,2.429148970187121,1.5003887728049232,555
40,0.0010937610927524539,0.000604971528973035,0.025464283191562725,0.019603272756876983,2.414161731782922,1.4165655019625807,606
41,0.0010865915244896317,0.0006093376623376623,0.025499157202735517,0.019602897345607606,2.4477498465409053,1.427735782203471,737
42,0.0010817804272717651,0.0006380864197530864,0.025288911003719557,0.019446409690946374,2.5339538280902305,1.4740744750735075,853
43,0.0010721426578883895,0.0005922073170731711,0.025273328509574096,0.019464114966122888,2.3867324644979506,1.410452930849316,573
44,0.0010971551667479174,0.0005669265633964429,0.024954706498048193,0.019437218423947758,2.5089787853876393,1.3544251058185564,406
45,0.0009615174298329143,0.0006497117647058825,0.025399324375864164,0.01936879258580678,2.5332938615974863,1.5174762435530498,522
46,0.0009168755040720435,0.0006640361445783134,0.025152100846008683,0.019115695801262718,2.5456180360258736,1.5832541213104285,549
47,0.0011001225024401093,0.0005922073170731711,0.0251871887398021,0.019374972905483297,2.423917450388833,1.4107056712829429,597
48,0.0010601155040746877,0.0005856341463414635,0.025204773628499114,0.019355102303709525,2.3965881743845983,1.4132970915614165,735
49,0.0010081445049670548,0.0006052168674698795,0.024864899454347725,0.01914578290081992,2.5487700734862213,1.5031408285638173,845
50,0.0010501143049884134,0.0005774610917537748,0.02495717986825186,0.01925250299278273,2.369871923959404,1.3812274430683915,568
51,0.0011012790971350647,0.0005382598967297761,0.024625980973155184,0.019222719249548804,2.494336558694813,1.3818916346141248,406
52,0.0009720081233244047,0.0006836785714285715,0.02497344997905271,0.01904566636217063,2.7802798840714225,1.635981549393147,527
53,0.0009837857588640296,0.0006497117647058825,0.025026504711845216,0.01891859825013881,2.577659663499867,1.5494271425941866,556
54,0.0010431521847294447,0.0005808063298490128,0.024994792075102745,0.019223611328741314,2.25562312361261,1.4312259888081356,586
55,0.0010817036689420073,0.0005974404761904763,0.02501621747638391,0.019217345268765736,2.551152993296725,1.4339428194880441,727
56,0.0010420393335328726,0.0006354819277108435,0.024663155616722138,0.01906700968905128,2.6217524348262944,1.529161477400353,829
57,0.0010716072515020549,0.0005948238966318237,0.024459933066472244,0.019110383381578576,2.464333545512348,1.4477804996562287,558
58,0.0008220335503780198,0.0004839024390243902,0.023742379021016908,0.019086777639528478,2.558187042030695,1.3785166703051706,391
59,0.0008583324862423044,0.0006640361445783134,0.024316964437452893,0.018772939038019874,2.724535752291715,1.6717055358040251,517
60,0.0009399038317102636,0.0006640361445783134,0.024759295538559486,0.018920961437921446,2.5677137542905997,1.5323885365065786,549
