phase,start_day,end_day,avg_rvr,median_rvr,avg_volatility,avg_expected_return,avg_event_count
pre_event,-15,-1,25.677054913035526,4.4130104791931215,0.018601365322575312,0.002447102851214332,895.0
event_day,0,0,53.287791600139755,28.49474651606281,0.026933061484346228,0.012018994181965033,895.0
post_event_rising,1,5,113.20425057049496,63.31517002715002,0.028004269620755327,0.012393081368817659,895.0
post_event_decay,6,15,13.520641956202246,1.9827496558250701,0.03219093882410254,0.002626102284273391,895.0
