phase,start_day,end_day,avg_rvr,median_rvr,avg_volatility,avg_expected_return,avg_event_count
pre_event,-30,-1,161.03483002565397,96.29372825200349,0.016881490862561733,0.01014733021103693,917.0
event_day,0,0,32.9212464941653,17.726684387700324,0.031520940482637254,0.010147330211036932,917.0
post_event_rising,1,5,200.13791553692974,149.33497131594282,0.027207329341877383,0.022446127764112485,917.0
post_event_decay,6,30,118.4819975220007,72.60378604985695,0.02359848117567799,0.010647330211036928,917.0
