days_to_event,mean_expected_return_biased,mean_three_phase_volatility,mean_rvr,median_rvr,event_count_rvr
-30,0.010147330211036932,0.015363344597878343,185.46375214758802,86.41418365685604,917
-29,0.010147330211036932,0.01713815157644083,132.19525989451452,61.250047702278025,917
-28,0.010147330211036932,0.018797248594854574,86.69915445090682,46.94195738405364,917
-27,0.010147330211036932,0.0136722173316503,200.61499787263722,104.07604448262386,917
-26,0.010147330211036932,0.011210387635310827,269.0600631117923,252.5039463962688,917
-25,0.010147330211036932,0.01290012660694453,231.5562386656556,145.55323249716292,917
-24,0.010147330211036932,0.013856678737755817,209.4685987157319,107.64618444620756,917
-23,0.010147330211036932,0.015312323447198468,187.15331383396645,87.79388915198356,917
-22,0.010147330211036932,0.0170862071270785,138.4776503612904,61.754977115429014,917
-21,0.010147330211036932,0.018701880779636394,88.48730481655913,48.77809062284085,917
-20,0.010147330211036932,0.014025792218581684,200.64891312295472,98.1630533228846,917
-19,0.010147330211036932,0.011247403808162958,266.52009754554774,245.3547191099641,917
-18,0.010147330211036932,0.01347783679505566,222.3665123076211,132.3772222988296,917
-17,0.010147330211036932,0.014214864300636936,205.02989510129427,107.54541784412672,917
-16,0.010147330211036932,0.015157367593275444,183.1563698869741,84.95977068481525,917
-15,0.010147330211036932,0.018103481822210037,128.63907707777742,59.146051671498455,917
-14,0.010147330211036932,0.019731330923499987,84.45716872620528,46.921101313183904,917
-13,0.010147330211036932,0.014889734867378471,191.3628795004781,100.83605861905329,917
-12,0.010147330211036932,0.01215145161080775,256.03883337101365,245.13648707480232,917
-11,0.010147330211036932,0.014205949590029927,208.10767652857646,126.51957543193632,917
-10,0.010147330211036932,0.015456539291064305,180.33892799882204,93.22877402706973,917
-9,0.010147330211036932,0.017795324450504284,151.3284576913863,70.14725371783774,917
-8,0.010147330211036932,0.021115284518047325,100.86291693031377,44.798435835543685,917
-7,0.010147330211036932,0.024185778117521938,61.193231584135226,31.67474330962042,917
-6,0.010147330211036932,0.018705060324070957,129.1713664937726,63.68548987739815,917
-5,0.010147330211036932,0.015867835448060568,160.66369666361203,147.10862227334707,917
-4,0.010147330211036932,0.01899555218392475,125.09651315404989,75.5489072935813,917
-3,0.010147330211036932,0.021264112671938458,102.75421466584353,51.626675660391946,917
-2,0.010147330211036932,0.023861906487815433,85.8505136593454,36.737613053777935,917
-1,0.010147330211036932,0.02795355241951649,58.281304889253406,24.583321684738166,917
0,0.010147330211036932,0.031520940482637254,32.9212464941653,17.726684387700324,917
1,0.016316703999561137,0.02073163382835215,198.1591239778468,102.34653922734347,917
2,0.020378987830385064,0.02356250027865508,254.0829483276578,321.40796059051485,917
3,0.023289741387608084,0.025466926811759185,208.1512943951065,151.51449073185233,917
4,0.025375387448722416,0.030499913229562158,180.5916098450776,94.8113134069807,917
5,0.026869818154285727,0.035775672561058354,159.70460113896,76.59455262302276,917
6,0.010647330211036928,0.04413572651879968,38.60087024097492,14.742481559879803,917
7,0.010647330211036928,0.04587365207044492,26.483730994495453,12.117924110816832,917
8,0.010647330211036928,0.03162384882159782,69.59047525757111,33.600350071778976,917
9,0.010647330211036928,0.023979948802622022,102.78886569292399,96.58616899817957,917
10,0.010647330211036928,0.02590251387202918,94.75993861534296,55.060784070347374,917
11,0.010647330211036928,0.025494572853036895,95.8176336601656,48.721124849436,917
12,0.010647330211036928,0.02703652314702616,91.59213094412478,40.006182533635915,917
13,0.010647330211036928,0.031041973379893957,63.6290724300383,26.90733114017413,917
14,0.010647330211036928,0.03204404067791427,47.56783933505108,21.747031352988696,917
15,0.010647330211036928,0.022491254224892034,111.73791413358308,53.30476513976029,917
16,0.010647330211036928,0.017431794647773356,161.59358428972243,153.9862929103208,917
17,0.010647330211036928,0.019749933444560674,142.16654720441224,79.9488529851275,917
18,0.010647330211036928,0.02015422235678713,136.84768540575791,72.61589686591017,917
19,0.010647330211036928,0.020664034148763676,131.09047234447547,62.51704537704935,917
20,0.010647330211036928,0.02404096514790979,89.5543958355244,38.31411501388425,917
21,0.010647330211036928,0.025277896869262968,63.5634826896953,31.892251836271793,917
22,0.010647330211036928,0.018036902551750965,151.0470481107964,77.23574351444623,917
23,0.010647330211036928,0.014291037448900288,211.32643042487368,202.5185446573954,917
24,0.010647330211036928,0.016140480676483087,184.23699391851997,113.8308656610162,917
25,0.010647330211036928,0.01680775403057059,170.22333613083694,90.3318582778692,917
26,0.010647330211036928,0.018096910602121784,157.71131983104763,76.99171258151783,917
27,0.010647330211036928,0.01979510304751784,117.83931630944359,49.665753437975795,917
28,0.010647330211036928,0.021521539941312944,79.32545434490176,38.948990556219044,917
29,0.010647330211036928,0.015749761563562274,176.87202870421393,89.90354261995303,917
30,0.010647330211036928,0.012579638546415374,246.08337120152459,233.5990411244696,917
